StudentID,ID,Staff,Date,Note
125,fZ4FB6o,Manna,10/03/2023,前回は、確認不足で休んでしまったとのご連絡あり。本日のレッスンはご出席。
125,YdRCgDr,Sunny,07/03/2023,12時からのレッスンにお見えにならず、お電話とメール差し上げましたが応答なかったです、、、結局来店されなかったので、当日キャンセルの対応に致しました。。
126,KULMC8o,Manna,30/07/2022,上の階の塾の先生（大学生のアルバイトさん）。講義がなくなって時間が空いたので、以前から気になっていたこちらにお立ち寄り頂いたとの事。
126,t6xL1rq,Manna,30/07/2022,そのままD/Lご受講。
126,tGRiu17,Manna,30/07/2022,フラッと立ち寄って雑談をするカフェなのかと思っていた、と仰って、契約書を持ってお帰りになりました。
127,2VcvzoA,Sara,31/08/2022,本日のレッスン後、お仕事の都合上通うことが難しいため休会をご希望していましたが、本日のレッスンもお仕事がお忙しいためキャンセルなさりました。
127,qawfy36,Sara,31/08/2022,休会の期間は未定です。
127,hTRbffV,Sara,04/08/2022,レッスン後、そのままご契約。お仕事の都合で「固定スケジュール」が無理なので、毎月伺うこと。
127,4K2qCWp,Sara,04/08/2022,8月分のスケジュール、お支払い共にお済みです。
127,cl8oHz1,Kaz,03/08/2022,Googleよりお問い合わせあり、メールでスケジュールを伺っています。ご返信待ち。⇒ 2022/8/4D/Lご受講予定。
128,rj70I6S,Kaz,20/09/2022,お電話があり、9/21の20時のレッスンを9/24の10時にお振替。
128,A8hDxsT,Manna,25/08/2022,D/Lご受講後そのままご入会。9月からレッスン開始。スケジュールはイレギュラー。
128,SP2pHiU,Manna,25/08/2022,お支払いは初回レッスン時の9月7日予定。
128,voENbrP,Manna,25/08/2022,とりあえず1ヶ月試したいとの事で、先に「9月一杯で辞めること」を決めました。その後のことはまた10月以降にお考え頂けるそうです。
128,wPjXOXU,Kaz,23/08/2022,今週の平日19時以降で空きがあるかメールあり。シャムが8月25日でとのこと。19時に決まり。電話とメール済。
129,2zRxXFJ,Manna,20/10/2022,レッスンを受けていてとても楽しいのだが、経済的理由で、10月一杯で退会します。
129,h0MhL3H,Manna,06/10/2022,10月分のお支払い、頂きました。（クレジットカード）
129,GiU1aP9,Manna,29/09/2022,10月分のスケジュールお済みです。お支払いはまだで、次回10月6日お支払い予定。
129,3AV5D6F,Manna,25/08/2022,D/L後そのままご入会。9月からレッスンスタート。
129,NjT3Pfn,Manna,25/08/2022,9月分のお支払い（現金）、スケジュール、共にお済みです。木曜の18時。9月22日(木)だけお振り替えするかもしれないとのことです。
130,9FBbAIO,Runa,26/04/2023,5月のスケジュールについてメールにてお伺いし、返信あり。４月を終えてみて予定調整が難しかったこともあり、今後の予定も踏まえ一旦しばらくはお休みなさるとのこと。
130,aPiAaRY,Sara,26/04/2023,再開なさるときにはまたご連絡くださります。
130,q0tmKCz,Runa,19/04/2023,5月の予定が確定していないため、後日連絡頂けるそうです。未納。
130,S5dqhL4,Manna,14/04/2023,貸し出していた本ご返却いただきました。
130,w2ph9CX,Manna,14/04/2023,4月分のお支払い（CC)と、4回目のスケジュールもお伺いしました。
131,l55Cu3W,Manna,25/08/2022,今夏2週間イギリス留学していたそう。その感覚を忘れないために英語学校ではなく英会話カフェを探して頂いてたとの事。ネイティブの講師と話せて感覚が戻せて楽しかったと言って頂きました。
131,iPExK0C,Manna,25/08/2022,契約書をお持ち帰りになって、お母様とご相談されます。明日(8/26)以降、ご連絡すること。
131,29OhlGC,Manna,25/08/2022,「お母様とご相談頂けましたか？」と、お伺いのメールを送りました。
131,ahxNDef,Sara,19/08/2022,GoogleフォームよりD/Lお申込みあり。8月25日 15時よりご受講予定 。コンタクトインフォ入力済み。
132,Yhncclu,Kaz,15/09/2022,ご返信がないため、再度メールを送付。
132,pfnn1gm,Kaz,23/08/2022,GoogleフォームよりD/Lお申込みあり。スケジュールのご返信待ち。コンタクトインフォ入力済み。
133,tnJvamv,Manna,29/08/2023,メールにて9月のご予定をお伺いしています。返信待ち。
133,W5y2iI7,Manna,18/08/2023,メールにて、再度8月のご予定をお伺いしています。もし休会や退会をご検討ならお気軽にご相談頂きたい旨もお伝えしました。
133,2xsxeQp,Sara,01/08/2023,こちらからメールにて８月のスケジュールについてお伺いしました。返信待ち。
133,Wbu0WDE,Sara,25/07/2023,体調不良のため本日のレッスンをキャンセル。来月のスケジュールに関しては後日連絡くださるとのこと。連絡なければこちらから連絡する。
133,ChcsUcX,Sara,18/07/2023,急遽広島へ帰らなければいけなくなってしまったため、本日のレッスンをキャンセル。
134,5s7jCof,Kaz,27/09/2022,フォローアップメールを送付しました。状況にもよりますが、ご返信がない時は、こちらから1週間以内位に送付しています。
134,QW3Idt1,Sunny,10/09/2022,当日の契約はされずに、検討ののち後日メールにてご連絡くださるそうです。
134,iDvbEgW,Sara,25/08/2022,9/10 10時の受講をご希望。スケジュール入力済み。
134,BvRVihf,Kaz,23/08/2022,お電話にてD/Lお申込みあり。9/10，9/17，9/24の10時か11時をご希望。まだ9月のスタッフのスケジュール未定の為、シャムに確認してからメールすること。コンタクトインフォ入力済み。
135,nvGR4MZ,,25/08/2022,Google FormsにてD/L申し込み。コンタクトインフォ入力済み。
135,CqN57zm,Sara,25/08/2022,ご希望の日程に空きがなかった為、8月27日13時、14時17時もしくは9月1日以降の受講をご提案、返信待ち。
136,ZfwrOFD,,31/08/2022,6歳のお子さんがご受講予定。Google FormsにてD/L申し込み。コンタクトインフォ入力済み。
136,Q88s03r,Sara,31/08/2022,ご希望の日程に空きがなかった為、9/1 15時、16時、9/2 10時、11時、12時、15時の受講をご提案、返信待ち。
137,t2EZiiX,Kaz,27/09/2022,フォローアップメールを送付しました。
137,AH6FV6Q,Manna,10/09/2022,本日ご契約されず、ご検討されるそうです。契約書を持ってお帰りになりました。
137,y6KSwM5,Sara,02/09/2022,9/10 14時～ご受講予定。
137,Lz42yFK,Sara,31/08/2022,Google Formsよりお申込み。日程調整中。
138,xw9B8PH,Sunny,10/09/2022,お仕事の都合によりデモレッスンキャンセル。日程に関してはわかり次第連絡下さるそうです。
138,M3tNwvz,Sara,06/09/2022,ご来店しD/Lのご予約を入れていかれました。9/13（火）17：00 ご受講予定。
138,WFx8pZL,Sara,02/09/2022,外回り中に興味があったためご来店し、お話しさせていただきました。営業かもしれないですが、念のためメールにてD/Lの勧誘をしています。
139,Gv5Oeqf,Manna,21/03/2023,4月分のお支払い(CC)、スケジュール、共にお済みです。
139,evYSgp9,Manna,21/03/2023,4月いっぱいでご退会されます。
139,XfkcvjO,Manna,04/03/2023,3/18のレッスンを21日(火)19時にお振り替え。
139,2tO2iSI,Manna,04/03/2023,イギリスに行くお土産を買ってきますと言って下さってたそうなのですが、「やはり買えなくなってしまいました」との事です。笑
139,9mB9ikJ,Sunny,11/02/2023,３月のスケジュール確認済み、３月分のお月謝お支払済みです。
140,8s5YZ0Q,Sara,08/12/2022,スケジュールについてお伺いの連絡を入れました。
140,rdDzkvi,Manna,29/10/2022,11月分は、スケジュールもお支払いもまだです。スケジュールについてはまだ決められないので分かり次第ご連絡頂けるとのこと。お支払いも来月初回時お支払い予定。
140,1yNt6HD,Kaz,05/10/2022,10月8日は14時で確定。10月15日も14時ご希望だったが予定通り15時かもしくは13時でご返信待ち。⇨15時で決定。
140,mdvPuUA,Manna,01/10/2022,10/8のレッスンがキッズと重なったと私が勘違いし、お時間を14時にずらしてもらうようお願いのメールを送ったのですが、勘違いなので15時でも大丈夫と再度送信しました。返信待ち。
140,DJwQm7m,Kaz,28/09/2022,メールにて10/1のレッスンを10/29（土）15時にお振替。
141,AfgZFuo,Kaz,27/09/2022,フォローアップメールを送付しました。
141,L71dwQQ,Kaz,20/09/2022,D/Lご受講後、ここに決めます、と仰って下さいましたが、就職活動中でスケジュール未定の為、とりあえず契約書をお持ち帰り。アンケート入力済み。
141,7oHZYsF,Kaz,20/09/2022,楽しんでいただけたご様子で、本などご覧になりながら、しばらくいらっしゃいました。来週の火曜日にフォローアップメール送付致します。
141,ynEJhDa,Manna,17/09/2022,google formよりD/Lのお申し込みあり。9/20(火)ご受講予定。コンタクトインフォ、カルテ記入済み。
141,jnYXwfL,Kaz,30/09/0202,ご返信はありません。
142,9UbyZEZ,Sara,22/09/2022,迷っている様子でしたが、通うなら週1とのこと。10月からアルバイトを始めるため予定がまだわからず契約はしていません。
142,B6n6oi4,Sara,21/09/2022,返信あり。9/22(木)13時よりD/L可能とのこと。スケジュール確定済み。
142,SeuMA1z,Kaz,17/09/2022,Google formよりD/Lのお申し込みあり。9/22(木)13時でご返信待ち。コンタクトインフォ、アンケート用紙記入済み。
143,pZmfPWC,Sunny,05/11/2022,月4回契約希望ですが、お仕事（カフェ）のシフトが後半と前半で提示されるため、前半の週に2週分（2日分）のレッスンを予約して、後半のシフトが分かり次第、
143,cup9Pll,Sunny,05/11/2022,残り2日分のレッスンを予約するそうです！11月はシフトの都合上レッスンが厳しいため、12月のシフトが分かり次第、再度お店に来て契約の手続きをします。
143,5g9MdA9,Sunny,05/11/2022,本日は契約書を持って帰られました。
143,InaBjIp,Kaz,02/11/2022,再度Google Gormよりお申込みあり、念の為お電話したら前回はメールに気が付くのが遅かった為ご返信されなかったそうです。ご希望の11月5日の13時か14時でご返信待ち。
143,LKjBiCQ,Sunny,02/11/2022,メールご返信あり、11月5日の13時からに決まりました。
144,hnAxlOE,Manna,06/12/2024,現時点でご連絡なし。5月からお休みが続いてるので退会と見て、今後連絡しない。contactのラベル等も変更しておきました。
144,bqSMzgD,Rie,20/08/2024,仕事がお忙しいそうで、一旦休会し、10月頃またご連絡くださるそうです。
144,eDZEGml,Manna,06/08/2024,8月のスケジュールについてお伺いするメールを送りました。
144,cUcVcBj,Manna,02/07/2024,7月のスケジュールについてお伺いするメールを送りました。
144,ulAwPiI,May,15/05/2024,明日（5/16）のレッスンキャンセルご希望、5月6月は多忙のためお休みなさりたいとのことです。
145,QDuZkXT,Kaz,16/11/2022,お母様のShokoさんは本日でご退会。Fukoちゃんのレッスンについてご検討されるそうです。
145,lWheocu,Kaz,07/10/2022,今は楓子ちゃん1人だとレッスンを受けられないため、お母さまの祥子さんのレッスンに連れてきて英語に少し慣れたりするのがいいかもとのことをお伝えしました。
145,w729kMG,Sara,07/10/2022,同年代の子もいたほうがいいかと思い、ハロウィンパーティーへのアテンドをご提案しました。
145,gEKkN4J,Kaz,05/10/2022,お電話よりよりD/Lお申し込み有り。カルテ、アンケート、コンタクトインフォ記入済み。（漢字のお名前不明）10月7日（金）15時にご受講予定。
145,GG6QOft,Kaz,05/10/2022,以前の生徒さん木下祥子さんのお嬢さんで4歳。お嬢さんとのグループレッスンにご興味お持ちでした。難しいと思いますが、当日シャムとも話してくださいと申しました。
146,OwwMkWe,Manna,02/08/2203,再度、8月のスケジュールをお伺いするメールをお送りしました。返信待ち。
146,cqPhBaG,Rie,22/08/2023,返信あり。仕事の関係で資格を取得するため、当分時間が作れそうになく、一旦休会ご希望ということでした。資格取得が落ち着いた頃にご連絡いただければとお伝えしました。
146,j7Zre4S,Manna,18/08/2023,メールにて、再度8月のご予定をお伺いしています。もし休会や退会をご検討ならお気軽にご相談頂きたい旨もお伝えしました。
146,pUgwwTN,Sara,25/07/2023,近況をお伺いする旨メールにて送付済み。返信待ち。
146,FfIHzxC,Sara,17/06/2023,返信あり。7月いっぱいまで出張が伸びたためお休み。7月末ころになったら8月のスケジュールおよび近況をお伺いする旨連絡してください。
147,3HJcJMf,Sara,25/11/2022,お子さんが発熱してしまったため当日キャンセル。12月からお仕事が忙しくなるため、また落ち着いたら連絡させてほしいとのこと。振替は12月に持ち込みもOK（シャム確認済み）
147,tnFqUQx,Kaz,18/11/2022,お仕事がお忙しくなるそうで、今月11月いっぱいでご退会。シャムには言えなかったそうです。お時間できたら再開されたいとのこと。
147,i4BGTb0,Kaz,18/11/2022,12月以降のスケジュールはカレンダーから削除しました。シャムにも報告済み。
147,eYBoaXU,Sara,28/10/2022,11月のスケジュール、お支払済み。
147,KTDEWmV,Sunny,13/10/2022,10月分の月謝お支払い済みです。（現金）
156,vzfBz7o,Rie,31/01/2025,2，3月はお休み。4月から再開予定。4月（全2回）のスケジュール、お支払済みです。
156,lVQoLn3,Rie,25/04/2025,5月分（全2回）スケジュール、お支払いお済みです。（CC）
148,6n7QUBM,Sara,09/05/2023,返信ないため、もう一度ご連絡しています。返信待ち。
148,dvupXfP,Sara,25/04/2023,5月のスケジュールについてメールにてご連絡。返信待ち。
148,uyTW3OS,Manna,24/03/2023,メールを頂き、4月はお仕事のスケジュールが確定出来ないため、休会とのことです。5月再開予定。4月中にご連絡いただけるそうです。
148,34S8QLk,Sara,28/02/2023,本日13時のレッスンをお忘れ。今回が初回の当日キャンセルであることと、16時に空きがあるためお振り替え対応。3月のスケジュール、お支払い済み。
148,QhZLg1d,Sara,28/02/2023,お支払い時にお金を落としてしまって拾っていたのですが、後日シャムがテーブルの下から2円見つけてくれました。次回レッスン時にご確認をお願いします。
149,DbCCGIe,Manna,03/11/2022,D/Lへのお誘いメールをお送りしました。返信待ち。
149,qtOCwY7,Manna,15/10/2022,D/Lはハロウィンパーティーで雰囲気を見てから受講するかどうかを決めたいとのことです。
149,UQwOmAF,Kaz,14/10/2022,D/Lの代わりにハロウィーンパーティーご参加とのご返信でしたので、もう一度改めてD/Lご受講をお勧めしました。ご返信待ち。sign-inシートに名前を記入しました。シャムは受講して欲しいとのこと。
149,BMd6nNZ,Manna,13/10/2022,Simhaくんの運動会が雨天のため延期でちょうど15日になってしまい、22日か29日にお振り替えご希望。いくつか候補時間をお送りし、返信待ち。
149,0eJs52Y,Manna,01/10/2022,お電話にてD/Lお申し込みあり（シャム対応）。4歳のお子様。お母様のお名前はSayuri様。
150,yDBvkHH,Manna,22/10/2022,1時間半じっくりお考えになられましたが、レッスンの予定を立てるのが難しいとのことで、契約書を持って帰られました。
150,ms9j9gQ,Manna,22/10/2022,レッスン以外でネイティブの人と喋る時間が欲しいそうです。契約を決めたらスケジュールをメールで頂けるとのこと。
150,SjQyxYB,Kaz,14/10/2022,お電話にてD/Lお申込みあり。10/22の17時にご受講予定。コンタクトインフォ、アンケート用紙記入済み。メールアドレスはいただけませんでした。
151,GQ2UCRi,Sara,18/10/2022,Google FormsよりD/L申し込み。コンタクトインフォ、アンケート用紙記入済み。
152,SCNjR2c,Manna,26/11/2022,12月のスケジュールに関してご連絡がないため、メールをお送りしました。冬季休業についてお伝えし、ご返信待ち。
152,XNY07gY,Manna,03/11/2022,まだ12月のスケジュールが決められない為、後日メールを頂けるそうです。お支払いもまだで、12月初回レッスン時にお支払い予定。
152,JO17nIs,Sara,28/10/2022,11月分お支払済み。
152,dGSxpcL,Sara,25/10/2022,11月のスケジュール済み。お支払いは次回レッスン28日予定。日本人スタッフがいないため、シャムにお支払い対応お願いする。
152,5OW9fyu,Sunny,20/10/2022,月2回でご契約。10月分のお月謝は支払い済み（CC）、スケジュール確認済み。
153,6Sr93EZ,Rie,07/01/2025,メールにて、インフルエンザに罹患したため、８日のレッスンを振替ご希望とのご連絡がありました。日程調整中。返信待ち。
153,ZqapHoj,May,15/01/2025,1月2回分のお月謝をいただきました。（cc）また、2月分のご予約2回分いただきました。
153,oY50zNF,May,29/01/2025,２月分のお月謝頂きました（ｃｃ）。スケジュールは既に頂いてあります。
153,RIotZGg,May,12/02/2025,3月分のスケジュールいただきました。17:00~ 固定になっていたスケジュールを16時に固定し直したいとのことで3／19以降2週間に1回、16時からに変更しました。
153,ap0bbQt,May,26/02/2025,３月分のお月謝頂きました。CC
153,jG1x1mg,May,19/03/2025,4月分のスケジュールとお月謝を2回分頂きました。CC支払いです。
153,v2rzSR1,Manna,02/04/2025,5月分のスケジュール（全2回）お伺いしました。未納。月末（4/16）お支払い予定。
153,l3RZ327,Manna,16/04/2025,5月分のお支払い（CC）いただきました。
153,S88cPcu,May,07/05/2025,１５分遅刻するとメールあり。遅刻なさいました。
153,ZVr8xtU,May,07/05/2025,６月のスケジュールの希望日が４日と２５日の１６時からなのだそうですが、４日の講師スケジュールが全く書いておらずSham先生もKhacey先生も不在になるとのことなので、とりあえず保留にしてあります。まだ講師のスケジュールが定まっていないなら大丈夫です次回訊きます、とおっしゃっていました。
153,jAWZXwX,May,08/06/2025,上記の6月のスケジュールの件、Sham先生に訊いたところ休憩時間を調整してくださったので４日と２５日の１６時からで大丈夫だということをお伝え下さい。
153,VdPYYUt,Manna,08/06/2025,上記のメイさんが受けた6月スケジュールですがカレンダー反映されておらず、メイさん曰く「確定ではない」とのことなので、6/4(水)16時～と6/25(水)16時～を仮押さえにしておきました。
153,iZoAgA4,Manna,14/05/2025,上記の仮押さえのスケジュール2日分を確定にしました。
153,I5xcYpm,Manna,14/05/2025,7月以降シフトが変わるそうで、水曜の午前中か月曜に固定を変更するかも、とのことです。ただ、まだ分からないので、現在の水曜16時～も残しておいてほしいそうで残してあります。
154,mKMCTTA,Manna,23/09/2024,カレンダーの10月以降の固定スケジュールを解除し、contactsのラベルを退会された生徒様に変更しておきました。
154,PgdRx70,Fumika,18/09/2024,10月以降もお仕事が忙しくなってしまうということでしばらく休会されるそうです。
154,dEUjLFt,Rie,27/08/2024,9月はお忙しくてお休み。10月のスケジュールお済み。（全2回）お支払いは10月の初回レッスン予定。
154,cv8gRRb,Rie,16/07/2024,8月分（全2回）スケジュール、お支払い（CC）お済みです。
154,LqyWTUJ,Rie,18/06/2024,7月分（全2回）スケジュール、お支払い（CC）お済みです。
155,78YkDp3,Sara,08/12/2022,11月は4回分のお支払いいただいてますが、11月3日の1回しかご受講できていないようです。また再開なさる時にはシャムに相談必要。
155,rqynuGg,Manna,11/11/2022,お電話にて二回目以降のスケジュールは週明けに連絡いただけるとのこと。
155,8YMrftx,Sara,11/11/2022,12月はお忙しいため休会。1月はもしかしたら転勤になってしまうかもしれないため、休会するか退会するか迷っていらっしゃいました。
155,KJurkA2,Manna,10/11/2022,お電話を頂けていないので、本日メールでスケジュールをお伺いしました。返信待ち。
155,T9MWgo9,Manna,03/11/2022,体調が悪いとのことで本日13時からのレッスンを15時からのオンラインにご変更。
157,OmFD5iz,Manna,20/10/2022,google formにてD/Lお申し込みあり。直後にお電話も頂き日程調整しようとしましたが、うまく調整できず後日改めてお電話頂けるということになりました。
159,E9mU7XN,Ｍanna,24/01/2023,メールの返信あり。お子様の幼稚園の行事や入園準備でバタバタして通う時間が取れないので、一旦退会したいとのことです。返信済み。
159,I2S1DYQ,Manna,05/01/2023,1月のスケジュールについてお伺いできていないため、メール送信。返信待ち。
159,pM4EVqM,Sara,02/12/2022,12月のスケジュールについてお伺いできていないため、メール送信済み。
159,4gWpNBL,Manna,10/11/2022,11月分のお支払い（CC）お済みです。シャム対応。
159,hEkXVTo,Sara,08/11/2022,15日のお振り替えを希望。スケジュール済み。
160,Y1w8Lmv,Rie,28/01/2025,メールにて2月1日のレッスンはCafeで受講されるとのご連絡を頂きました。
160,nDdpz0i,Rie,28/01/2025,ご来店で、2月分(全2回)スケジュール、お支払い済みです。（Cash）Sham対応。
160,Xsjppqv,Chiho,01/02/2025,皆さんでどうぞ、と北海道のお土産をお持ちくださいました。
160,vhUUFW1,Rie,07/02/2025,Anniversary Partyへの参加ご希望とのご連絡がありました。
160,9eLMChi,Manna,09/02/2025,2月分のスケジュールはお伺いしていたようなので、カレンダーに回数を入力しました。
160,WDFhonx,Chiho,15/02/2025,3月のスケジュールとお支払い、3月の最初のレッスンで対応お願い致します。
160,JcKyIBS,Rie,22/02/2025,アニバーサリーパーティーの時に3月分（全2回）お支払済みです。（Cash）スケジュールお済みです。1日はカフェで。15日は気分によってカフェぁオンラインか変えるそうです。ご連絡下さいます。
160,w4rEXm6,Rie,10/03/2025,メールにて15日はカフェでご受講されるとご連絡がありました。
160,JJYv6Aw,May,15/03/2025,4月分のお月謝現金でいただきました。ご受講日時は固定のままでOKとのこと、オンラインかカフェかは「気分でメールします」とのことでした。
160,sNZuJAp,Rie,28/03/2025,メールにて4/5（土）のレッスンはカフェでご受講とのご連絡をいただきました。
160,rC5veBj,Rie,14/04/2025,メールにて次回のレッスンから対面授業をご希望とのご連絡がありました。
160,1E9rCvo,May,19/04/2025,５月分のお月謝頂きました。（全２回Cash）
160,2I8eX43,Manna,22/04/2025,追記。5月分スケジュールについて確認中。返信待ち。（メイさん対応）→ご返信あり。固定のスケジュール通りで大丈夫だそうです。
160,Hje7pRf,Fumika,17/05/2025,６月分のお月謝(CASH)、スケジュール(２回)頂いております。
161,Y2w7BUB,Sunny,05/11/2022,奥様と相談してから決められるそうです。（サトシ様自身は英語が堪能でリハビリ程度に通おうと考えており、奥様とグループレッスンを受講すると、旦那様ばかり話して奥様が
161,71JlI9O,Sunny,05/11/2022,話せないのではないかとおっしゃており、奥様のみの契約となるかもです。。。　契約書はお渡ししました。
161,oHnqoOM,Manna,03/11/2022,奥様のAyano様からメールでD/Lお申し込みあり。11月5日(土)11時〜ご受講予定。お名前の漢字、ご連絡先がまだ分からないです。
162,ueScc9R,Sara,28/06/2023,お母様がいらっしゃって7月分のスケジュール、お支払い済み（CC)。もともとのゴールが8月からのイギリス留学だったことと帰国後は文化祭（御本人にとって一大イベントだそうです）に注力するので、
162,SUIYXdh,Sara,28/06/2023,7月のレッスンを最後に一旦ご退会（再開未定）。8月以降の固定外しています。お母様のレッスンについても動きがでてきたので、お母様のカルテ作成しました。
162,RYhdF8I,Manna,01/06/2023,お母様(麻子さま)の英文原稿と発音チェックについてシャムに確認し、返信済み。いずれにせよ、チェックする場合は一旦ご入会頂く旨をお伝えしました。
162,pIIA5KJ,Manna,01/06/2023,"原稿チェックのみ：1レッスン￥4,950。発音チェックをする場合は通常のレッスン料となります。"
162,mjmz0qc,Manna,01/06/2023,➔ご返信あり。このまま話が進めば7月上旬までにお申込頂けるそうです。
163,JOn4kgj,Manna,03/11/2022,いつの間にかシャムとレッスンを開始されていました。
164,br5ccyR,Sunny,05/11/2022,月2回でご契約を進めましたが、お仕事が忙しく来れるか不安になったため、他の英会話を転々としてみて考えたいとのことでした。雰囲気がとても好きだったので、また戻ってくるかも。
164,049FE6G,Sunny,05/11/2022,契約書は持って帰られました。
164,qx1grF5,Manna,03/11/2022,D/Lご受講に関するメールの返信を頂いたのですが、どこ経由でお申し込み頂いたのか現時点で分かりません。お電話番号もお伺い出来ていないようです。
165,a8smQuC,Sara,12/09/2023,ご連絡あり。お仕事や引っ越しで忙しいため今後通うのが難しいとのこと。P/S list退会に変更済み。
165,mMCTyuA,Sara,09/09/2023,ご連絡がないため、９月のスケジュール再度お伺いしています。返信待ち。
165,GlKu5uw,Manna,29/08/2023,9月のスケジュールをメールでお伺いしています。返信待ち。
165,gKpaUNm,Manna,08/08/2023,メールでご連絡あり。急遽狛江から引っ越すことになったため8月はお休みしたいとのことです。まだ未納でした。カレンダー上の予定をCancelledにしました。
165,ka7PojN,Sara,29/07/2023,8月分のスケジュール4回分お済み。お支払いは8/12にお願いする。ドリンクは頼まれなかったので、シャムがプロテインをプレゼントしていました。
166,e1VuEeB,Sara,17/11/2022,ご受講いただける旨の連絡あり。受講コースについてはもう少し検討してから連絡くださるとのこと。
166,CHSf7u4,Manna,16/11/2022,楽しんでご受講頂いたのですが、レッスン前から「少し考えてから決めたい」と仰っていた通り、契約書をお持ちになって帰られました。
166,nGLRqFR,Manna,10/11/2022,メールのご返信あり、D/Lの日程決定。11月16日（水）19時〜ご受講予定。
166,Ezh4LwO,Manna,09/11/2022,Google FormよりD/Lお申し込みあり。日程調整中。諸作業済み。
167,3oCa2TM,Sara,25/04/2023,今月何もご連絡がなかったため、退会扱いにしています。
167,f4xb4VY,Manna,05/04/2023,今月からオーストラリアへご留学予定と伺っていたのですが、念のため4月のスケジュールをお伺いするメールを送りました。返信待ち。
167,w5QMhJg,Manna,05/04/2023,ただアドレスがソフトバンクのものだったので、もし既にオーストラリアなら届かないと思うので、しばらくしても返信がなかったらご退会ということにします。
167,h9J9Ich,Sunny,25/03/2023,お時間になっても来店がなかったので、お電話とメール差し上げましたが応答なし。当日キャンセルの対応に致しました。。連絡済み。
167,5n2DYuw,Sunny,25/03/2023,本日が3月最後のレッスンだったので、メールにて4月のスケジュールお伺いしました。
168,sAXxedX,Manna,15/11/2022,お電話にてD/Lお申し込みあり。2022年11月15日（火）11時〜ご受講予定。諸作業済み。
168,l1uyWKR,Sara,15/11/2022,娘さんが英語クラスで話せるようになりたいとのことでご受講を検討。D/Lは楽しんでいただけたようでしたが、契約書をお持ち帰りになり検討するとのこと。通うとしたら娘さんと2人で土曜日に。
169,79VeQrg,Manna,10/11/2022,google formにてお申し込みあり。日程調整中。諸作業済み。
170,fequ685,Rie,24/01/2025,2月分（全2回）スケジュール、お支払済み。（CC）
170,q4ehFa8,Rie,21/02/2025,3月分（全2回）スケジュール、お支払いお済みです。（CC）4月はお休み。
170,LHtl8m6,Rie,25/03/2025,５月のスケジュールとお支払いは、またご来店されるそうです。
170,0m2CpHv,Rie,16/05/2025,メールにて退会ご希望のご連絡ありました。保育士資格取得の勉強が大変であること、お子さんの塾代等あり、今回退会されるそうです。
171,0DBJKHs,Manna,26/11/2022,D/Lご受講後、奥様とご相談が必要とのことで、契約書をお持ちになってお帰りになりました。
171,IEMQGUu,Sunny,23/11/2022,本日12時からの予定でしたが急用の為、11月26日16時からにご変更。カレンダーに反映済み。
171,kUPzZvm,Manna,18/11/2022,サラさんが既にご日程調整のご案内メールを送るも、「D/Lを申し込んだのですが返信がなくて…」とお電話を頂く。23日(金)12時にブッキング。
171,bkNONGt,Manna,18/11/2022,改めてメールを送信しましたが、もしかしたら迷惑メールフォルダに入ってしまってる？？D/L時に届いてるかどうか確認お願いできますか？
171,vzUfiYC,Sara,17/11/2022,Google FormsよりD/Lお申し込み。コンタクトインフォ、アンケート記入済み。
172,PetCDjI,Manna,31/03/2023,本日を最後にご退会。お金がないそうです。シャム対応。
172,gwFHS27,Manna,17/03/2023,本日お支払い予定でしたが、お金をお母様から預かってこなかったそうでお支払いできませんでした。3/24(金)お支払い予定。
172,OetolNE,Manna,09/03/2023,ご返信あり。ご教示いただいた４回をブッキング。3/24（金）は17時～➔18時～の２枠連続でご受講。
172,xnL44qt,Manna,07/03/2023,ご返信あり。3月は4回とも金曜に変更したいそうです。空きのあるお時間をご提示し調整中。返信待ち。(サニーさん対応)
172,7b4jRFc,Manna,04/03/2023,3月のスケジュールについてまだ伺えていないため、再度メール送信しました。返信待ち。
173,ewMJ2K1,Sara,06/06/2023,返信あり。出張が多く通うのが難しくなってしまったため、ご退会。
173,rxgaFaF,Manna,31/05/2023,6月のスケジュールについてお伺いするメールを送りました。返信待ち。
173,rTRGPDK,Sara,26/04/2023,５月のスケジュールについてメールで連絡済み。返信待ち。
173,JALlvfm,Sara,22/04/2023,2月のお支払いに関してご本人から振込対応でも良いか確認いただき、振込先、支払い金額お伝え済み。2月は2回ともキャンセルだったため、お支払いいただくことになりました。
173,0DkTHI5,Rie,18/04/2023,４月もお休みを延長ご希望。契約は継続したいとのこと。予定の目処が立ち次第ご連絡くださいと返信済み。
174,KD4un4A,Sara,22/11/2022,Google FormsよりD/Lお申し込み。アンケート記入、コンタクトインフォ作成済み。日程調整中。ご希望の日程で1日しかご予定が合いそうな日がないのでスケジュール仮押さえしています。
175,mvz0Vtu,Sunny,26/11/2022,デモレッスンを忘れていたようで、図書館にいらしてお電話が難しい状況だったため、日程調整のメールを送信済みです。返信待ち。
175,UTgn0Wk,Sara,25/11/2022,Google FormsよりD/Lお申し込み。アンケート記入、コンタクトインフォ作成済み。11月26日14時D/Lご受講予定。
176,wZ0kOFZ,Sara,28/11/2022,Google FormsよりD/Lお申し込み。アンケート記入、コンタクトインフォ作成済み。日程調整中。
177,yCFsEHl,Kaz,07/12/2022,ご返金を取りにお見えになりました。クリスマスイベントに関して聞かれました。
